"","D102300","D103780","D104130","D104300","D104310","D106100","D107320","D107650","D109100","D109350","D109543","D109800","D114480","D114500","D114550","D115645","D125320","D125850","D125851","D125852","D125853","D126200","D127350","D127750","D131200","D131440","D132090","D132300","D133239","D134430","D134500","D134510","D134520","D137215","D137750","D137760","D137800","D140300","D140600","D143100","D143465","D144700","D145500","D146500","D151400","D152700","D153800","D155600","D155601","D157300","D157700","D160750","D161400","D164230","D165199","D165720","D166710","D166760","D168600","D168601","D170900","D175505","D176807","D181000","D181500","D182830","D184700","D187360","D188470","D190300","D190310","D191390","D192000","D193200","D203700","D205700","D208085","D208550","D209850","D210050","D211980","D219700","D222100","D223350","D226150","D227300","D234700","D236000","D241100","D246300","D247640","D254200","D254500","D256370","D256700","D260480","D260970","D264700","D266120","D266600","D267740","D273300","D275000","D300125","D303110","D312910","D600081","D600319","D600496","D600634","D600803","D600807","D601208","D601318","D601367","D601518","D601626","D601665","D601666","D601682","D601744","D601941","D601942","D602080","D602096","D602134","D602404","D602439","D603165","D603266","D603388","D604416","D604827","D605055","D605218","D605480","D605526","D605804","D605805","D605839","D605841","D605844","D606889","D607060","D607154","D607202","D607373","D607498","D607499","D607501","D607508","D607516","D607554","D607682","D607688","D607822","D607850","D608049","D608088","D608232","D608320","D608437","D608583","D608895","D608907"
"D166710",0.048949,0.13013,0.040977,0.11509,0,0.14581,0.16513,0.11448,0.14962,0,0,0.071261,0.19566,0.081266,0.15932,0.041577,0,0.11812,0.11712,0.15193,0.3685,0.095958,0.36549,0,0,0.041534,0,0.10218,0.1282,0.034602,0.14448,0.027494,0.24402,0.14689,0.055364,0.10617,0.098589,0.15147,0.16726,0.14279,0.050029,0.082343,0.11809,0.10808,0.088957,0.18414,0.094737,0.15998,0.058473,0.017721,0.22862,0.17931,0.13146,0.027094,0,0.23513,1,0.11865,0.065337,0.014567,0,0.018713,0.12828,0.13526,0.12359,0,0.11687,0.15665,0.17546,0.13259,0,0.10584,0,0.040857,0.085801,0,0.059194,0.10544,0.20448,0,0.13422,0.11265,0.19881,0.044503,0,0.13722,0.1524,0.10778,0.12301,0.040385,0.018709,0.18988,0.14017,0.018,0.14784,0.080726,0,0.27162,0.097786,0.18108,0,0.114,0.17913,0,0.020801,0.034103,0.2123,0.1064,0.11188,0.055912,0.16033,0.14831,0.039674,0.076638,0.16893,0,0.04092,0.094033,0.039761,0,0.15115,0.14376,0.039525,0.29445,0.10014,0.076819,0,0.10048,0.15824,0.039525,0.17889,0.14799,0.076499,0,0.054516,0.067929,0.10092,0.058883,0.056456,0,0,0.059138,0,0.083852,0.15705,0.089962,0.1037,0,0,0,0.06706,0.042633,0.030309,0,0,0.026661,0.152,0.096445,0.07309,0.12242,0.034642,0.054444,0,0,0
"D166760",0,0.031869,0.084296,0.031447,0,0.1486,0.0915,0.13231,0.071298,0,0,0,0.088928,0,0.041268,0.094995,0,0.033325,0,0.084152,0.11757,0.031278,0.124,0,0,0,0,0.17928,0,0,0,0,0.094162,0.039728,0.11256,0.092087,0.037466,0.042918,0.10123,0.09978,0,0.017856,0,0.10278,0.022272,0.06002,0.040715,0.071777,0,0.054171,0.25507,0.11607,0.083426,0,0.21259,0.10594,0.11865,1,0.019039,0,0,0,0.048743,0.052649,0.044025,0.08557,0.036195,0.15289,0,0.11948,0,0.12055,0,0.12463,0.085899,0,0.045264,0.16032,0.062214,0,0,0.038362,0.091216,0,0,0,0.073301,0,0.14456,0,0,0.050606,0.020822,0,0.10094,0.08208,0,0.080321,0,0.095634,0.093585,0.033492,0.085549,0.072226,0.16416,0.13689,0,0.10776,0.031587,0,0,0.021212,0,0,0,0,0,0,0,0.113,0.054235,0,0,0.17958,0,0.038599,0,0,0.12284,0,0.036452,0.11226,0,0,0.082776,0.051475,0,0.089649,0.085998,0,0,0.090036,0,0,0.11047,0.077151,0.080284,0.063152,0,0.065112,0.067541,0.095029,0,0,0,0,0.077093,0.047643,0.02771,0.018441,0,0.082448,0,0.075706,0
"D168600",0.15731,0.12247,0.12188,0.32577,0.27782,0.026943,0.12137,0.17108,0.10314,0,0,0.03919,0.09307,0.050073,0.10969,0.053943,0.38537,0.047283,0,0.068893,0.090515,0.22498,0.07828,0.55366,0.018119,0,0.12301,0.084316,0.035936,0,0.022703,0.019687,0.029211,0.067992,0.13234,0.19735,0.15989,0.15584,0.096204,0.39371,0.20579,0.050979,0.11936,0.25197,0.043023,0.13553,0.19092,0.07631,0.041794,0.15327,0.10112,0.11158,0.28003,0.21676,0.13617,0.11816,0.065337,0.019039,1,0.55555,0,0.013477,0.068908,0.12524,0.35621,0.22347,0.094898,0.1439,0.070121,0.43101,0.18193,0.07646,0,0.043875,0.22771,0,0.067562,0.060334,0.24333,0.15116,0.03102,0.1155,0.13009,0,0.019096,0.022644,0.081179,0.063892,0,0.072835,0.013384,0.13116,0.070215,0,0.1642,0.058983,0.26186,0.13698,0.017645,0.14506,0.15974,0.12658,0.16336,0.13588,0.090543,0.16098,0.019641,0,0.04479,0,0.017962,0.060936,0,0.023524,0.17524,0,0,0.13548,0,0.081326,0.052799,0,0,0.16323,0.33447,0.21049,0.31884,0.088797,0.098075,0,0.11169,0.081497,0.14054,0.28689,0.067514,0.096656,0.19407,0,0,0,0.028357,0,0.2733,0.3693,0.019001,0.081516,0.1341,0.11949,0.073293,0.12339,0.12703,0.13353,0.086902,0.14253,0.31892,0.41276,0.09446,0.15002,0.15905,0.078621,0.039971,0.038871,0.095524,0.071303,0.24201
"D168601",0.14798,0.10529,0.092785,0.34262,0.37355,0.063354,0.11257,0.18927,0.09528,0,0,0.072012,0.088698,0.060407,0.069424,0.030709,0.44215,0.037007,0,0.077273,0.064853,0.20289,0.016285,0.55525,0.042443,0,0.14382,0.09858,0.028441,0,0,0.071263,0.01704,0.023306,0.11008,0.15579,0.16764,0.1343,0.027206,0.32663,0.16688,0.099894,0.14236,0.36234,0.024459,0.13407,0.11333,0.020397,0,0.1338,0.081218,0.13203,0.2693,0.25285,0.044849,0.097011,0.014567,0,0.55555,1,0.035121,0,0.053668,0.09628,0.29435,0.1705,0.152,0.08386,0.023392,0.34094,0.17207,0.05598,0.041792,0.034196,0.28226,0,0.079799,0.017588,0.12848,0.23099,0.035256,0.10762,0.050317,0,0,0,0.053596,0.029062,0.016047,0.051856,0,0.14046,0.11733,0.030952,0.23016,0.022479,0.30494,0.16327,0.020669,0.070091,0.10077,0.12253,0.094751,0.15885,0.034835,0.11913,0.022946,0,0.035069,0,0,0.058667,0,0,0.14178,0.02678,0,0.16017,0,0,0.048084,0,0,0.11905,0.34518,0.14394,0.36606,0.033328,0.011089,0,0.020077,0.015283,0.10248,0.38211,0.035356,0.11301,0.2362,0.02463,0.023609,0,0.033155,0.024735,0.36751,0.35779,0.020227,0.042952,0.10612,0.13964,0.085009,0.14422,0.1485,0.15735,0.12686,0.16669,0.3672,0.42491,0.042037,0.11699,0.18591,0.052886,0.047761,0,0.13942,0,0.29447
"D170900",0,0.050241,0.087669,0.14891,0,0.28909,0.086799,0.1058,0.21864,0.15312,0.12137,0.069864,0.11405,0.089508,0.085812,0.22169,0,0.079035,0.034996,0.11032,0.11152,0.099013,0,0,0.03049,0.099869,0,0,0.12526,0.12532,0.10153,0.099693,0.073785,0.34112,0,0.018185,0.035494,0.068364,0,0.043797,0,0.21894,0.10749,0.081189,0.37617,0.10697,0.065296,0.071494,0.074962,0.042663,0.10252,0,0,0,0,0,0,0,0,0.035121,1,0.14993,0.040396,0.12466,0.05313,0,0.086065,0.26521,0.058262,0.075294,0,0.12779,0,0.43118,0.067673,0.25389,0.071033,0.02533,0.032169,0.060921,0.054976,0.14274,0.072222,0.24297,0,0.13104,0.038572,0.29905,0,0.024324,0.14014,0.059853,0.5143,0.04341,0.058552,0.048663,0,0.089428,0.093447,0.15168,0,0.032719,0.050704,0.056873,0.050635,0.020502,0.16555,0.083846,0.099758,0.06891,0.030259,0.11743,0.095438,0.091994,0.16229,0.039684,0.17197,0.13614,0.095694,0,0.021454,0.084088,0.095005,0.031405,0,0,0,0.16941,0.063968,0.095005,0.030578,0.022012,0,0,0.032742,0.040644,0,0.035468,0.033998,0.060922,0,0.035853,0.051901,0,0.029288,0.12249,0.041916,0.049712,0,0.051261,0.053185,0.049578,0.073017,0,0,0,0,0.055777,0.02189,0.13539,0.10522,0.032605,0.080252,0,0
"D175505",0,0.022411,0.098346,0.077426,0,0.066321,0.012816,0.03147,0.04026,0.28699,0.10826,0.11909,0.089347,0.44543,0.1647,0.15848,0,0.023616,0,0.039519,0.016709,0.066168,0,0,0.054546,0.044622,0,0,0.53289,0.037179,0.030165,0.029541,0.02189,0.47055,0.039669,0.048675,0.13453,0.030579,0,0.078188,0,0.21865,0.041156,0.10468,0.064051,0.021256,0.028713,0.19204,0.066866,0,0.057498,0,0,0.029112,0,0,0.018713,0,0.013477,0,0.14993,1,0.10491,0.086795,0.01541,0,0.051282,0,0.13063,0.067683,0.091024,0.31958,0,0.043887,0.048468,0,0.047837,0.066382,0.043187,0.036449,0.092938,0.20695,0.066448,0.048333,0.11471,0.028666,0,0.056305,0.020372,0,0.08457,0.071186,0.029652,0.096893,0.11329,0.058328,0,0.033996,0.026165,0.24099,0,0.088187,0,0,0.02235,0.018288,0,0,0.022323,0.21916,0.081175,0.060168,0,0.027515,0.048202,0.0696,0.065653,0.18473,0,0,0,0,0,0.054469,0,0,0,0.086047,0.042741,0,0,0,0,0,0,0,0,0.031634,0.030323,0.10273,0,0.031771,0.023335,0,0.025976,0.19853,0.074795,0,0,0,0,0,0.032567,0,0,0.01442,0,0.082948,0.058575,0.1339,0.0374,0,0,0,0
"D176807",0.044718,0.076985,0.11836,0.20912,0.071839,0.1703,0.13169,0.079996,0.080348,0.12434,0.098348,0.30511,0.51079,0.29677,0.3455,0.052178,0.05558,0.10051,0.13426,0.13472,0.14224,0.14324,0.094759,0.043199,0.21425,0.11648,0.11841,0.081175,0.17363,0.031804,0.10348,0.025271,0.037503,0.2089,0.067849,0.12683,0.24724,0.17031,0.093419,0.21615,0.045905,0.26772,0.19133,0.13647,0.11186,0.21022,0.11034,0.1968,0.11374,0.19695,0.06938,0.14127,0.067087,0.099635,0.024618,0.087893,0.12828,0.048743,0.068908,0.053668,0.040396,0.10491,1,0.10696,0.16073,0.076954,0.23124,0.15015,0.26509,0.10081,0.051887,0.1712,0.091506,0.1144,0.051503,0,0.026776,0.13547,0.11316,0.045897,0.24155,0.24114,0.20946,0.14682,0,0.096882,0.088503,0.17874,0.24698,0.12992,0.19578,0.18529,0.12727,0.20116,0.25487,0.074203,0.022543,0.22431,0.11221,0.23234,0.082822,0.40265,0.10323,0.065104,0.038238,0.094625,0.076172,0.032002,0.095255,0.26587,0.094237,0.16777,0.03644,0.093762,0.18121,0.50874,0.15522,0.19183,0.036521,0,0.11492,0.13201,0.036304,0.13934,0.20754,0.093784,0.10551,0.17103,0.12322,0.036304,0.11024,0.10115,0.064855,0.062929,0.049974,0.12402,0.18507,0.081184,0.077858,0.23591,0.0364,0.081535,0.059442,0.15498,0.13361,0.06988,0.13077,0.056967,0,0.058699,0.12248,0.056786,0.11144,0.090658,0.109,0.049026,0.074962,0.16267,0.050147,0.20832,0.03183,0.049776,0.091857,0,0.11147
"D181000",0.079838,0.2227,0.18707,0.22565,0.034374,0.26125,0.27999,0.26203,0.2366,0.083557,0.043406,0.026113,0.24241,0.14878,0.14087,0.26375,0.05325,0.14575,0.11564,0.26985,0.19787,0.34486,0.065556,0.062242,0.068534,0.15859,0.056576,0.077668,0.15096,0.04581,0.11347,0.036403,0.080971,0.20139,0.23187,0.27887,0.19138,0.1996,0.08669,0.23235,0.033441,0.15871,0.17987,0.20683,0.24422,0.27647,0.2776,0.26712,0.0607,0.17716,0.20704,0.13717,0.19477,0.11268,0.17991,0.092816,0.13526,0.052649,0.12524,0.09628,0.12466,0.086795,0.10696,1,0.19376,0.16941,0.17607,0.32588,0.080477,0.16611,0.093039,0.30422,0,0.1222,0.22003,0.045902,0.13152,0.18123,0.21536,0.1499,0.17149,0.27552,0.29601,0.16419,0.1843,0.10713,0.21336,0.20975,0.012508,0.24279,0.14272,0.19866,0.23706,0.011866,0.28432,0.22995,0.066269,0.21857,0.13625,0.37923,0.20871,0.11243,0.32869,0.19088,0.16703,0.1143,0.16823,0.068917,0.13761,0.019279,0.13306,0.29869,0.052217,0.19556,0.16999,0.042779,0.10828,0.1761,0.052362,0.17786,0.20455,0.11769,0.051972,0.22368,0.16724,0.10366,0.025239,0.13311,0.20958,0.051972,0.1336,0.15139,0.098711,0.060105,0.10899,0.044543,0.088572,0.038842,0.03723,0.050242,0.026104,0.039007,0.085264,0.036347,0.1154,0.19224,0.20948,0.17322,0.20076,0.17474,0.22239,0.19484,0.059939,0.088081,0.026055,0.088181,0.066706,0.18956,0.14497,0.25949,0.069137,0.10856,0.065878,0.065986,0.026644
"D181500",0.16703,0.23056,0.15667,0.40951,0.4601,0.13397,0.16015,0.22194,0.18922,0.018451,0,0.090282,0.20577,0.1773,0.21868,0.079375,0.3971,0.12995,0.097355,0.21971,0.16017,0.26112,0.071602,0.44216,0,0.087481,0.14152,0.097004,0.066971,0.028494,0.11984,0.11364,0.033608,0.12191,0.12296,0.22904,0.32251,0.26376,0.085799,0.35668,0.38404,0.15672,0.25933,0.2857,0.18385,0.21906,0.19264,0.19947,0.099676,0.17914,0.10815,0.10654,0.26557,0.30068,0.13642,0.1374,0.12359,0.044025,0.35621,0.29435,0.05313,0.01541,0.16073,0.19376,1,0.23874,0.13365,0.25311,0.1201,0.26172,0.11931,0.16625,0,0.085355,0.25546,0,0.075438,0.17521,0.32238,0.1465,0.087511,0.27714,0.2427,0.092996,0.022046,0.1138,0.12435,0.1627,0.015613,0.18793,0.053446,0.1263,0.18607,0.014823,0.23829,0.11644,0.1818,0.23641,0.14529,0.23951,0.21147,0.15804,0.25021,0.11786,0.15754,0.21911,0.16917,0.02873,0.12312,0.023011,0.10844,0.18842,0.032699,0.17853,0.2305,0,0.089226,0.15906,0.03279,0.16332,0.19738,0.11958,0.032545,0.17934,0.49392,0.14901,0.23363,0.18814,0.15883,0.032545,0.18926,0.076531,0.13133,0.44096,0.046189,0.1112,0.31213,0.024244,0.023239,0,0.032612,0.024349,0.37794,0.30115,0.10421,0.090225,0.31346,0.10382,0.090259,0.10727,0.16609,0.12044,0.099857,0.16465,0.23064,0.32026,0.089751,0.34501,0.14992,0.21102,0.043367,0.045974,0.082318,0.084587,0.28429
"D182830",0.077231,0.10017,0.17608,0.17225,0.22139,0.081036,0.13374,0.30604,0.029955,0,0,0,0.093541,0,0.065141,0.15608,0.21675,0.074161,0,0.029595,0,0.21134,0.033977,0.25425,0,0,0.27518,0.18862,0,0,0,0,0,0,0.27201,0.22322,0.078846,0.13756,0,0.15491,0,0.01876,0.061035,0.17647,0,0.062953,0.15635,0.096832,0,0.14199,0.086409,0.081241,0.20951,0.17364,0.54498,0.073862,0,0.08557,0.22347,0.1705,0,0,0.076954,0.16941,0.23874,1,0.019013,0.18352,0,0.15083,0.13547,0.15058,0,0.065337,0.22879,0,0,0.10159,0.18178,0.1067,0,0.080703,0.11742,0,0,0,0.051223,0,0,0,0.029915,0.13353,0.043762,0,0.13822,0.13502,0.078468,0.067188,0,0.085886,0.46284,0.087693,0.16048,0.18905,0.24041,0.25369,0,0,0.07029,0,0,0.044634,0,0,0.14368,0,0,0.090306,0,0.30817,0,0,0,0.14006,0.20004,0.12172,0.18394,0.063679,0.10953,0,0.038298,0,0.11306,0.21792,0,0.21623,0.26867,0,0,0,0.063346,0,0.22187,0.17668,0,0.082068,0.24068,0.16536,0,0.17146,0.17683,0.23277,0.1457,0.21066,0.19002,0.26209,0,0.23823,0.058145,0.038758,0,0,0.16014,0.16921,0.32889
"D184700",0.15045,0.17306,0.19883,0.23174,0.053717,0.22133,0.12393,0.29131,0.16493,0.043374,0.044943,0.14954,0.3282,0.20433,0.18283,0.11056,0.083772,0.30076,0.26639,0.2898,0.40315,0.12161,0.028432,0.065047,0.2832,0.074025,0.029259,0.020071,0.10235,0,0.10163,0.019165,0.04562,0.11784,0.050381,0.11419,0.13915,0.16827,0.023649,0.17733,0.11666,0.14017,0.32539,0.22749,0.10157,0.16573,0.22309,0.13326,0.083542,0.097187,0.11872,0.1054,0.20234,0.075623,0.01828,0.085622,0.11687,0.036195,0.094898,0.152,0.086065,0.051282,0.23124,0.17607,0.13365,0.019013,1,0.14922,0.1855,0.096334,0.019253,0.11112,0.10316,0.12705,0.11988,0,0.086908,0.10093,0.13656,0.11772,0.11807,0.20691,0.19421,0.04588,0,0.095678,0.12389,0.071688,0.17193,0.070109,0.040983,0.19975,0.14067,0.19991,0.2301,0.12352,0.092619,0.2744,0.067703,0.21623,0.020498,0.24582,0.19498,0.081129,0.099215,0.058698,0.14128,0.11984,0.3193,0.058117,0.12868,0.11953,0.13701,0.18011,0.21021,0.13122,0.070015,0.2803,0.13665,0,0.089343,0.19525,0.1376,0.12503,0.13817,0.0347,0.026132,0.068504,0.12424,0.1376,0.082606,0.14277,0.051346,0.10871,0.03711,0.04608,0.14456,0.060293,0.057822,0.12988,0.1093,0.060552,0.088592,0.056924,0.12114,0.10391,0.13108,0.071517,0.09883,0.073532,0.12196,0.07087,0.082765,0.068493,0.026978,0.1019,0.034666,0.14837,0.099814,0.10358,0.29149,0.036963,0.090965,0,0.027588
"D187360",0.069715,0.17005,0.17311,0.20966,0.056191,0.26009,0.35545,0.27376,0.49079,0,0,0.038447,0.22766,0.09209,0.15793,0.13465,0.057948,0.14346,0.10543,0.22639,0.2142,0.25304,0.13304,0.056316,0,0.12837,0.12351,0.23611,0.07001,0.049766,0.14698,0.039547,0.11779,0.19942,0.18737,0.27549,0.20433,0.22854,0.21577,0.15843,0.035948,0.12707,0.26139,0.1982,0.36991,0.37192,0.28563,0.19573,0.042014,0.22435,0.22396,0.20237,0.18506,0.077935,0.15669,0.22103,0.15665,0.15289,0.1439,0.08386,0.26521,0,0.15015,0.32588,0.25311,0.18352,0.14922,1,0.10021,0.23716,0.060871,0.27754,0,0.31308,0.21331,0.21002,0.073797,0.22843,0.14899,0.083888,0.044371,0.21884,0.32977,0.16099,0.057514,0.13804,0.35063,0.18871,0.081948,0.21999,0.067295,0.21575,0.34879,0,0.22597,0.21836,0.035263,0.26198,0.20471,0.36386,0.20477,0.086954,0.33677,0.17002,0.16716,0.14927,0.17845,0.15196,0.1662,0.020112,0.054554,0.1829,0.11512,0.20869,0.21766,0,0.10807,0.094729,0.11534,0.13549,0.34033,0.18004,0.11474,0.19239,0.23741,0.12816,0.082529,0.18646,0.1538,0.11474,0.19818,0.19802,0.050728,0.065375,0.34128,0.19558,0.19992,0.063567,0.060963,0,0.028472,0.06398,0.10849,0.14137,0.10498,0.13063,0.15755,0.18315,0,0.18842,0.20745,0.16356,0.15272,0.094551,0.085257,0.087895,0.18609,0.1541,0.10509,0.23175,0.13888,0.34528,0.16787,0.072111,0.087193
"D188470",0.032522,0.083534,0.050431,0.18267,0,0.17852,0.048917,0.10216,0.096036,0.17824,0.14183,0.26365,0.1784,0.29728,0.25515,0.050938,0,0.20896,0.15532,0.12167,0.21175,0.11417,0.082755,0,0.10406,0.11277,0,0,0.27589,0,0.11222,0,0.027097,0.18762,0,0.082637,0.15696,0.2479,0.089507,0.1312,0.13128,0.24112,0.1428,0.071789,0.12122,0.14045,0.088669,0.2305,0.20591,0.023494,0.061705,0.14192,0.072716,0,0,0.061521,0.17546,0,0.070121,0.023392,0.058262,0.13063,0.26509,0.080477,0.1201,0,0.1855,0.10021,1,0.064244,0,0.12886,0,0.11097,0.017531,0,0.026747,0.14285,0.11571,0.028483,0.26687,0.1757,0.16183,0.12148,0,0.10454,0.089121,0.19343,0.075801,0.053595,0.13226,0.33015,0.092917,0.12186,0.21706,0.035795,0,0.13952,0.097418,0.11254,0,0.26784,0.18621,0,0,0.022627,0.16281,0.046149,0.19797,0.28172,0.13954,0.15601,0.05255,0.16964,0.18399,0.089992,0.13786,0.10205,0.052666,0,0.12852,0.19065,0.052353,0.14229,0.13284,0.10985,0,0.16272,0.12975,0.052353,0.13928,0.073236,0,0,0.054273,0,0.13388,0,0,0.16826,0,0,0.034945,0.07396,0.13742,0,0.13359,0,0,0,0.088961,0,0,0,0,0.021054,0.066996,0.18607,0.024162,0.15407,0.05141,0,0,0,0
"D190300",0.17765,0.1126,0.23581,0.23404,0.24357,0.10996,0.1396,0.27893,0.084052,0.037771,0,0.064985,0.14677,0.083825,0.12314,0.16999,0.20955,0.019638,0,0.13202,0.16708,0.1473,0.14842,0.32789,0.02271,0,0.15416,0.29416,0.057764,0.031045,0.025188,0.049341,0.12891,0.058764,0.11625,0.12224,0.16626,0.12649,0.1804,0.27669,0.13215,0.14867,0.13701,0.37239,0.026251,0.16001,0.14802,0.12895,0.0802,0.23434,0.26369,0.16261,0.21415,0.26904,0.096878,0.23155,0.13259,0.11948,0.43101,0.34094,0.075294,0.067683,0.10081,0.16611,0.26172,0.15083,0.096334,0.23716,0.064244,1,0.29655,0.1305,0,0.036642,0.2348,0,0.10577,0.11545,0.24944,0.13503,0,0.15102,0.15083,0,0,0.023937,0.086243,0.078256,0.068169,0.018066,0,0.1799,0.061361,0.01615,0.18747,0.10994,0.13347,0.19061,0.043961,0.15995,0.16314,0.098915,0.13879,0.28143,0.09387,0.21026,0.024616,0.063507,0.018562,0.025072,0.045053,0.12593,0,0.02288,0.17488,0,0,0.13509,0,0.066994,0.015976,0,0,0.16287,0.27625,0.47131,0.33131,0.12925,0.073299,0,0.02148,0.11737,0.084706,0.16248,0,0.12114,0.12032,0.026414,0.02532,0,0.035532,0.026529,0.29208,0.47915,0.02169,0.091602,0.17318,0.25146,0.029487,0.26232,0.26741,0.2765,0.19047,0.14762,0.33015,0.22017,0.16397,0.15373,0.21402,0.10987,0.062469,0,0.17947,0,0.1455
"D190310",0.11804,0.10135,0.088272,0.067047,0.12793,0.01974,0.057994,0.070284,0.060711,0.068205,0,0,0.056791,0.056242,0.065926,0.059492,0.13163,0,0,0,0,0.11615,0,0.12802,0,0,0.20859,0.14303,0.076919,0,0,0,0,0.063462,0.059789,0.048912,0.059822,0.06853,0,0.10575,0,0.018997,0.041154,0.16151,0,0.047765,0.043128,0.057202,0,0.086269,0.034403,0.08226,0.089253,0.22238,0.086767,0.074789,0,0,0.18193,0.17207,0,0.091024,0.051887,0.093039,0.11931,0.13547,0.019253,0.060871,0,0.29655,1,0.10681,0,0.066156,0.091265,0,0.023942,0,0.064948,0.10799,0,0.081692,0.019384,0,0.1297,0,0.025931,0,0,0,0,0.053843,0.022154,0,0.1075,0.043563,0.12147,0.05098,0,0.067937,0.14637,0.035491,0.045448,0.11477,0.067393,0.20048,0,0,0,0,0.040647,0.022519,0,0,0.072695,0,0,0.060882,0,0,0,0,0,0.039785,0.080799,0.48292,0.18801,0.064478,0,0,0,0,0.076022,0.10934,0,0.16412,0.10861,0,0,0,0.064146,0,0.14036,0.32879,0,0.20633,0.14112,0.10033,0,0.10452,0.10733,0.10009,0.09824,0.15976,0.19395,0.086807,0,0.075134,0.1178,0.078534,0,0,0.10797,0,0.13101
"D191390",0.018258,0.094965,0.19571,0.19514,0.059134,0.27074,0.19276,0.14298,0.25861,0.24567,0.076227,0.10235,0.24094,0.35609,0.19841,0.19979,0.04575,0.11821,0.044442,0.21071,0.13154,0.28749,0.095501,0.035559,0.038303,0.16041,0.097471,0.11139,0.31424,0.026182,0.063864,0.020805,0.097098,0.31118,0.12596,0.21991,0.19963,0.24148,0.18255,0.18805,0,0.22035,0.11835,0.23023,0.31083,0.27125,0.19816,0.28702,0.091433,0.06701,0.13782,0.15467,0.13824,0.061515,0.10365,0.14306,0.10584,0.12055,0.07646,0.05598,0.12779,0.31958,0.1712,0.30422,0.16625,0.15058,0.11112,0.27754,0.12886,0.1305,0.10681,1,0,0.15628,0.18988,0.079687,0.16137,0.19177,0.14623,0.063418,0.14835,0.3391,0.30233,0.18642,0.22202,0.059538,0.19567,0.21212,0.057475,0.18483,0.1446,0.18951,0.26072,0.040882,0.23073,0.41244,0.018556,0.19369,0.074101,0.66235,0.1694,0.1214,0.3008,0.05359,0.08016,0.10522,0.083381,0.13718,0.14437,0.085744,0.15304,0.22415,0.061058,0.22632,0.091298,0.049006,0.15447,0.15751,0.06114,0.14623,0.20923,0.10937,0.060917,0.14165,0.19136,0.057564,0.086851,0.15254,0.18854,0.060917,0.17163,0.18217,0.053385,0.0518,0.10371,0.1801,0.1269,0.066858,0.11096,0.143,0.029962,0.067292,0.065272,0.06259,0.11328,0.23661,0.16516,0.046892,0,0.048317,0.084041,0.06264,0.068795,0.074625,0.089722,0.070773,0.14177,0.16139,0.11049,0.34908,0.039828,0.10349,0.075611,0.075621,0.091759
"D192000",0,0,0,0,0,0.10569,0,0,0,0,0,0.050939,0.06679,0.16656,0,0,0,0.062339,0,0,0,0.029137,0,0,0.21947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041574,0,0.033484,0.036241,0.0387,0,0.028072,0.11556,0,0,0,0,0,0,0,0,0,0,0,0,0.041792,0,0,0.091506,0,0,0,0.10316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.073014,0.034145,0,0,0,0,0,0.10953,0,0,0,0.039101,0.15692,0.054087,0,0,0.15168,0,0,0,0.16054,0,0,0,0,0,0,0.05908,0,0,0.039664,0,0,0,0.18196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D193200",0.084924,0.07335,0.25246,0.14536,0.030517,0.15883,0.11283,0.085004,0.25312,0.049741,0.11814,0.046418,0.18041,0.04606,0.099306,0.13398,0.047211,0.051199,0.068197,0.086368,0.12699,0.13294,0.023072,0.036735,0.029679,0.15053,0.10063,0.068996,0.042333,0.081157,0.065841,0.064492,0.047784,0.27947,0.10819,0.10621,0.13647,0.31687,0,0.094225,0,0.088513,0.089716,0.12812,0.32574,0.20077,0.06245,0.17131,0.17753,0.12485,0.1257,0.11909,0.042752,0.063538,0.23504,0.054129,0.040857,0.12463,0.043875,0.034196,0.43118,0.043887,0.1144,0.1222,0.085355,0.065337,0.12705,0.31308,0.11097,0.036642,0.066156,0.15628,0,1,0.066013,0.20538,0.071104,0.098668,0.078307,0.03907,0.077663,0.14829,0.098857,0.18334,0,0.061451,0.13323,0.10219,0.066767,0.048579,0.092315,0.17625,0.30958,0.042255,0.10212,0.11293,0.057505,0.14933,0.090753,0.16064,0.070698,0.083204,0.20407,0.16659,0.2522,0.21112,0.16107,0.16438,0.097658,0.09985,0,0.065281,0.18722,0.12033,0.14028,0.038628,0.11946,0.15554,0.18758,0,0.084125,0.16489,0.18661,0.14798,0.029227,0.059457,0.044893,0.16391,0.16206,0.18661,0.19545,0.1329,0.027486,0.052669,0.12847,0.1995,0.039288,0.10363,0.099387,0.11647,0.046431,0.10431,0.050524,0.064653,0.11361,0.21269,0.10214,0.14616,0,0.15128,0.15574,0.14538,0.035535,0.077068,0.046345,0.046963,0,0.090568,0.10711,0.13184,0.10266,0.12812,0.039056,0,0.047393
